,EventId,EventTemplate
25,E16.0,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-
26,E71.0,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> Link has been severed
27,E65.0,ciod: Z coordinate 32 exceeds physical dimension 32 at line 33 of node map file /p/gb2/pakin1/contention-32768cpes-torus/xyzt-1x1x32768x1.map
28,E21.0,ciod: generated <*> core files for program /bgl/apps/swl-prep/ibm-swl/functional/sppm_chkpt/run/sppm
29,E122.0,<*> <*> <*>
30,E20.0,ciod: Missing or invalid fields on line 1 of node map file /home/auselton/bgl/mapfiles/bgl.128mps.f64.map
31,E107.0,program interrupt
32,E48.0,"ciod: Received signal 15, code=0, errno=0, <*>"
33,E91.0,"ciod: Error loading <*> invalid or missing program image, No such file or directory"
34,E124.0,<*> <*> <*>
35,E1.0,machine check: i-fetch......................0
36,E99.0,generating <*>
37,E4.0,<*> <*> <*>
38,E97.0,<*> double-hummer alignment exceptions
39,E117.0,<*> <*>
40,E31.0,"ciod: Error loading /bgl/apps/followup/RAPTOR/pre-study/raptor.newcomp.r1: invalid or missing program image, Permission denied"
41,E39.0,floating point instr. enabled.....1
42,E61.0,ciod: Error creating node map from file /p/gb2/welcome3/32k_128x256x1_8x4x4.map: Bad file descriptor
43,E47.0,ciod: generated 64 core files for program /home/rfisher/sodscaling/flash2
44,E7.0,<*> <*> <*>
45,E75.0,critical input interrupt (unit=0x0b <*> warning for torus <*> wire
46,E118.0,data cache search parity error detected. attempting to correct
47,E29.0,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, Permission denied"
48,E22.0,ciod: LOGIN <*> failed: No such file or directory
49,E123.0,ciod: pollControlDescriptors: Detected the debugger died.
50,E67.0,ciod: LOGIN chdir(pwd) failed: No such file or directory
51,E30.0,"ciod: Error loading /g/g0/spelce1/HPCC_IBM/Urgent/COP/64K/RandomAccess.64R.rts: invalid or missing program image, Permission denied"
52,E73.0,"ciod: Error loading <*> invalid or missing program image, No such file or directory"
53,E38.0,"problem state (0=sup,1=usr).......0"
54,E57.0,"<*> ddr <*> detected and corrected on rank 0, symbol <*> <*> <*>"
55,E12.0,New ido chip inserted into the database: <*> <*> <*> <*>
56,E45.0,Lustre mount FAILED : <*> : point /p/gb1
57,E82.0,ciod: generated 128 core files for program /bgl/apps/followup/SPaSM_static/SPaSM_mpi.new_comp
58,E79.0,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error"
59,E92.0,"ciod: Error loading <*> invalid or missing program image, No such file or directory"
60,E32.0,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*> <*> iar <*> dear <*>
61,E66.0,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015"
62,E55.0,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error
63,E34.0,ciod: cpu 0 at treeaddr 438 sent unrecognized message 0xffffffff
64,E9.0,Ido chip status changed: <*> <*> <*> <*> status=M <*> <*> <*> <*> PDT 2005
65,E106.0,program interrupt: <*> <*>
66,E76.0,"ciod: Error loading <*> invalid or missing program image, Permission denied"
67,E74.0,ciod: generated <*> core files for program <*>
68,E3.0,<*> <*>
69,E101.0,ciod: Message code 0 is not 51 or 4294967295
70,E25.0,"ciod: Error loading /bgl/apps/swl-prep/rky-swl/MPI-PERF/IMB/perf_tests/IMB-MPI1.5124KB: invalid or missing program image, No such file or directory"
71,E43.0,ciod: <*> <*> <*> <*> <*> <*> <*>
72,E37.0,program interrupt: <*> <*>
73,E8.0,"ciod: Error loading <*> invalid or missing program image, No such file or directory"
74,E115.0,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
75,E89.0,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.
76,E96.0,instruction cache parity error corrected
77,E52.0,total of <*> ddr error(s) detected and corrected over <*> seconds
78,E33.0,ciod: failed to read message prefix on control stream (CioStream socket to <*>
79,E64.0,ciod: Error creating node map from file /home/pakin1/sweep3d-2.2b/results/random1-8x32x32x2.map: Permission denied
80,E54.0,size of scratchpad portion of L3.........0 (0M)
81,E62.0,<*> <*> <*> <*> <*> <*> <*> <*> <*>
82,E87.0,Lustre mount FAILED : bglio78 : block_id : location
83,E93.0,ciod: Error reading message prefix on CioStream socket to <*> Link has been severed
84,E116.0,rts: kernel terminated for reason <*>
85,E40.0,floating pt ex mode <*> enable......0
86,E27.0,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
87,E83.0,"critical input interrupt (unit=0x0b <*> warning for <*> <*> wire, suppressing further interrupts of same type"
88,E35.0,program interrupt: <*> <*>
89,E70.0,ciod: generated 64 core files for program IMB-MPI1.2MB_perf
90,E6.0,program interrupt: fp cr <*>
91,E114.0,Can not get assembly information for node card
92,E95.0,"ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160"
93,E49.0,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)
94,E94.0,ciod: generated 128 core files for program <*>
95,E0.0,<*> <*> <*>
96,E111.0,rts panic! - stopping execution
97,E14.0,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.
98,E13.0,"Node card status: ALERT 0, ALERT 1, ALERT 2, ALERT 3 is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The 2.5 volt rail is OK. The 1.5 volt rail is OK."
99,E2.0,store operation.............................1
100,E77.0,ciod: generated 108 core files for program /home/spelce1/HPCC_IBM/Urgent/VNM/32K/vnm.rts
101,E11.0,"ciod: Error loading /home/greeno/raptor.new.dev.3d.BGL.CXX_XL.MPI.ex: invalid or missing program image, No such file or directory"
102,E69.0,ciod: generated 128 core files for program <*>
103,E50.0,ciod: Error reading message prefix on CioStream socket to <*> Connection <*> <*>
104,E5.0,<*> <*> <*>
105,E28.0,ciod: LOGIN <*> failed: No such file or directory
106,E121.0,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4)
107,E53.0,Lustre mount FAILED : bglio617 : block_id : location
108,E120.0,iar <*> dear <*>
109,E81.0,"Error receiving packet on tree network, expecting type 57 instead of type 3 <*> <*> 00000002 00000000) <*> PSR1=00000000 PRXF=00000002 PIXF=00000007"
110,E44.0,"NFS Mount failed on <*> slept 15 seconds, retrying (1)"
111,E23.0,ciod: LOGIN chdir(/bglscratch/bwallen/SWL/SYS-CALLS/testcases/kernel/syscalls/truncate) failed: No such file or directory
112,E51.0,2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds
113,E18.0,"ciod: Error loading /bgl/apps/scaletest/stability/MDCASK/WORK/65576/inferno: invalid or missing program image, No such file or directory"
114,E90.0,"<*> total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt."
115,E108.0,<*> <*> <*>
116,E59.0,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes
117,E36.0,<*> <*> <*>
118,E119.0,iar <*> dear <*>
119,E100.0,data <*> <*>
120,E42.0,program interrupt: <*> <*>
121,E60.0,"ciod: Error loading <*> invalid or missing program image, No such file or directory"
122,E72.0,ciod: LOGIN chdir(/home/spelce1/UMT2K/umt2k/ckpt_umt2k_src/TEST/NEW_TEST) failed: No such file or directory
123,E104.0,<*> <*> <*> <*>
124,E103.0,critical input interrupt enable...0
