,EventId,EventTemplate
63,E3,<*> <*> <*> <*>
64,E47,Registering class org.apache.hadoop.mapreduce.jobhistory.EventType for class org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler
65,E79,getResources() for application_1445144423722_0020: <*> release= <*> <*> <*> <*> <*> knownNMs=4
66,E62,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING
67,E39,JVM with ID : <*> asked for a task
68,E11,"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020."
69,E5,Default file system [hdfs://msra-sa-41:9000]
70,E20,Jetty bound to port 62267
71,E31,Resolved <*> to /default-rack
72,E82,Processing the event EventType: <*> for container <*> taskAttempt <*>
73,E95,Diagnostics report from <*> Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost
74,E75,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: 20 cluster_timestamp: 1445144423722 } attemptId: 1 } keyId: -127633188)"
75,E37,<*> <*> <*> <*>
76,E73,<*> TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP
77,E91,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000
78,E34,Got allocated containers <*>
79,E23,Web app /mapreduce started at 62267
80,E45,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d
81,E46,"Thread Thread[eventHandlingThread,5,main] threw an Exception."
82,E51,Number of reduces for job job_1445144423722_0020 = 1
83,E59,Shuffle port returned by ContainerManager for <*> : 13562
84,E4,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter
85,E84,TaskAttempt: <*> using containerId: <*> on NM: [MININT-FNANLI5.fareast.corp.microsoft.com:52368]
86,E89,DFSOutputStream ResponseProcessor exception  for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731
87,E43,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for <*> seconds.  Will retry shortly ...
88,E72,Diagnostics report from attempt_1445144423722_0020_m_000003_0: Container killed by the ApplicationMaster.
89,E22,Started HttpServer2$SelectChannelConnectorWithSafeStartup@0.0.0.0:62267
90,E0,Created MRAppMaster for application appattempt_1445144423722_0020_000001
91,E66,<*> TaskAttempt Transitioned from RUNNING to <*>
92,E21,jetty-6.1.26
93,E86,TaskAttempt: <*> using containerId: <*> on NM: <*>
94,E78,<*> Scheduling: PendingReds:1 <*> ScheduledReds:0 <*> AssignedReds:0 CompletedMaps:0 CompletedReds:0 <*> ContRel:0 HostLocal:0 <*>
95,E56,Assigned container <*> to <*>
