,LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
29,30,Jun,15,12:12:34,combo,sshd(pam_unix),23394.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
30,31,Jun,15,12:12:34,combo,sshd(pam_unix),23407.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
31,32,Jun,15,12:12:34,combo,sshd(pam_unix),23394.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
32,33,Jun,15,12:12:34,combo,sshd(pam_unix),23403.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
33,34,Jun,15,12:12:34,combo,sshd(pam_unix),23396.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
34,35,Jun,15,12:12:34,combo,sshd(pam_unix),23407.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
35,36,Jun,15,12:12:34,combo,sshd(pam_unix),23403.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
36,37,Jun,15,12:12:34,combo,sshd(pam_unix),23412.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
37,38,Jun,15,12:12:34,combo,sshd(pam_unix),23412.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
38,39,Jun,15,12:13:19,combo,sshd(pam_unix),23414.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
39,40,Jun,15,12:13:19,combo,sshd(pam_unix),23414.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
40,41,Jun,15,12:13:20,combo,sshd(pam_unix),23416.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
41,42,Jun,15,12:13:20,combo,sshd(pam_unix),23416.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=218.188.2.4,"18    E0
Name: EventId, dtype: object","18    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
42,43,Jun,15,14:53:32,combo,sshd(pam_unix),23661.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
43,44,Jun,15,14:53:32,combo,sshd(pam_unix),23661.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
44,45,Jun,15,14:53:32,combo,sshd(pam_unix),23663.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
45,46,Jun,15,14:53:32,combo,sshd(pam_unix),23663.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
46,47,Jun,15,14:53:32,combo,sshd(pam_unix),23664.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
47,48,Jun,15,14:53:32,combo,sshd(pam_unix),23664.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
48,49,Jun,15,14:53:33,combo,sshd(pam_unix),23665.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
49,50,Jun,15,14:53:33,combo,sshd(pam_unix),23665.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
50,51,Jun,15,14:53:34,combo,sshd(pam_unix),23669.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
51,52,Jun,15,14:53:34,combo,sshd(pam_unix),23669.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
52,53,Jun,15,14:53:35,combo,sshd(pam_unix),23671.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
53,54,Jun,15,14:53:35,combo,sshd(pam_unix),23671.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
54,55,Jun,15,14:53:35,combo,sshd(pam_unix),23673.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
55,56,Jun,15,14:53:35,combo,sshd(pam_unix),23673.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
56,57,Jun,15,14:53:35,combo,sshd(pam_unix),23674.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
57,58,Jun,15,14:53:35,combo,sshd(pam_unix),23674.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
58,59,Jun,15,14:53:36,combo,sshd(pam_unix),23678.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
59,60,Jun,15,14:53:36,combo,sshd(pam_unix),23678.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
60,61,Jun,15,14:53:36,combo,sshd(pam_unix),23677.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
61,62,Jun,15,14:53:36,combo,sshd(pam_unix),23677.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=061092085098.ctinets.com,"1    E6
Name: EventId, dtype: object","1    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
62,63,Jun,15,20:05:31,combo,sshd(pam_unix),24138.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
63,64,Jun,15,20:05:31,combo,sshd(pam_unix),24138.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,"37    E7
Name: EventId, dtype: object","37    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
64,65,Jun,15,20:05:31,combo,sshd(pam_unix),24137.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
65,66,Jun,15,20:05:31,combo,sshd(pam_unix),24137.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,"37    E7
Name: EventId, dtype: object","37    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
66,67,Jun,15,20:05:31,combo,sshd(pam_unix),24141.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
67,68,Jun,15,20:05:31,combo,sshd(pam_unix),24141.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,"37    E7
Name: EventId, dtype: object","37    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
68,69,Jun,15,20:05:31,combo,sshd(pam_unix),24140.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
69,70,Jun,15,20:05:31,combo,sshd(pam_unix),24140.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,"37    E7
Name: EventId, dtype: object","37    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
70,71,Jun,15,20:05:31,combo,sshd(pam_unix),24139.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
71,72,Jun,15,20:05:31,combo,sshd(pam_unix),24139.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=d211-116-254-214.rev.krline.net,"37    E7
Name: EventId, dtype: object","37    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
72,73,Jun,16,04:10:22,combo,su(pam_unix),25178.0,session opened for user cyrus by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
73,74,Jun,16,04:10:23,combo,su(pam_unix),25178.0,session closed for user cyrus,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
74,75,Jun,16,04:10:24,combo,logrotate,,ALERT exited abnormally with [1],"20    E5
Name: EventId, dtype: object","20    <*>
Name: EventTemplate, dtype: object"
75,76,Jun,16,04:16:17,combo,su(pam_unix),25548.0,session opened for user news by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
76,77,Jun,16,04:16:18,combo,su(pam_unix),25548.0,session closed for user news,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
77,78,Jun,17,04:03:33,combo,su(pam_unix),27953.0,session opened for user cyrus by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
78,79,Jun,17,04:03:34,combo,su(pam_unix),27953.0,session closed for user cyrus,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
79,80,Jun,17,04:03:36,combo,logrotate,,ALERT exited abnormally with [1],"20    E5
Name: EventId, dtype: object","20    <*>
Name: EventTemplate, dtype: object"
80,81,Jun,17,04:09:43,combo,su(pam_unix),29190.0,session opened for user news by (uid=0),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
81,82,Jun,17,04:09:45,combo,su(pam_unix),29190.0,session closed for user news,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
82,83,Jun,17,07:07:00,combo,ftpd,29504.0,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,"32    E8
Name: EventId, dtype: object","32    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
83,84,Jun,17,07:07:00,combo,ftpd,29508.0,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,"32    E8
Name: EventId, dtype: object","32    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
84,85,Jun,17,07:07:00,combo,ftpd,29507.0,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,"32    E8
Name: EventId, dtype: object","32    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
85,86,Jun,17,07:07:00,combo,ftpd,29505.0,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,"32    E8
Name: EventId, dtype: object","32    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
86,87,Jun,17,07:07:00,combo,ftpd,29506.0,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,"32    E8
Name: EventId, dtype: object","32    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
87,88,Jun,17,07:07:00,combo,ftpd,29509.0,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:00 2005,"32    E8
Name: EventId, dtype: object","32    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
88,89,Jun,17,07:07:02,combo,ftpd,29510.0,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:02 2005,"32    E8
Name: EventId, dtype: object","32    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
89,90,Jun,17,07:07:04,combo,ftpd,29511.0,connection from 24.54.76.216 (24-54-76-216.bflony.adelphia.net) at Fri Jun 17 07:07:04 2005,"32    E8
Name: EventId, dtype: object","32    <*> <*> <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
90,91,Jun,17,19:43:13,combo,sshd(pam_unix),30565.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.46.224.253  user=guest,"2    E9
Name: EventId, dtype: object","2    authentication failure; logname= uid=0 euid=0 ...
Name: EventTemplate, dtype: object"
91,92,Jun,17,20:29:26,combo,sshd(pam_unix),30631.0,session opened for user test by (uid=509),"27    E3
Name: EventId, dtype: object","27    <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
92,93,Jun,17,20:34:57,combo,sshd(pam_unix),30631.0,session closed for user test,"24    E4
Name: EventId, dtype: object","24    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
93,94,Jun,17,20:55:06,combo,ftpd,30755.0,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
94,95,Jun,17,20:55:06,combo,ftpd,30754.0,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
95,96,Jun,17,20:55:06,combo,ftpd,30753.0,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
96,97,Jun,17,20:55:06,combo,ftpd,30756.0,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
97,98,Jun,17,20:55:06,combo,ftpd,30757.0,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:06 2005,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
98,99,Jun,17,20:55:07,combo,ftpd,30758.0,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
99,100,Jun,17,20:55:07,combo,ftpd,30759.0,connection from 82.252.162.81 (lns-vlq-45-tou-82-252-162-81.adsl.proxad.net) at Fri Jun 17 20:55:07 2005,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
100,101,Jun,18,01:30:59,combo,sshd(pam_unix),31201.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
101,102,Jun,18,01:30:59,combo,sshd(pam_unix),31201.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
102,103,Jun,18,01:30:59,combo,sshd(pam_unix),31199.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
103,104,Jun,18,01:30:59,combo,sshd(pam_unix),31199.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
104,105,Jun,18,01:30:59,combo,sshd(pam_unix),31198.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
105,106,Jun,18,01:30:59,combo,sshd(pam_unix),31198.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
106,107,Jun,18,01:30:59,combo,sshd(pam_unix),31202.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
107,108,Jun,18,01:30:59,combo,sshd(pam_unix),31202.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
108,109,Jun,18,01:30:59,combo,sshd(pam_unix),31205.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
109,110,Jun,18,01:30:59,combo,sshd(pam_unix),31205.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
110,111,Jun,18,01:30:59,combo,sshd(pam_unix),31200.0,check pass; user unknown,"28    E1
Name: EventId, dtype: object","28    <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
111,112,Jun,18,01:30:59,combo,sshd(pam_unix),31200.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=adsl-70-242-75-179.dsl.ksc2mo.swbell.net,"31    E10
Name: EventId, dtype: object","31    <*> <*> <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
