,LineId,Date,Day,Time,Component,Pid,Content,EventId,EventTemplate
13,14,Dec,10,07:07:45,LabSZ,24206,Received disconnect from 52.80.34.196: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
14,15,Dec,10,07:08:28,LabSZ,24208,reverse mapping checking getaddrinfo for ns.marryaldkfaczcz.com [173.234.31.186] failed - POSSIBLE BREAK-IN ATTEMPT!,"0    E0
Name: EventId, dtype: object","0    reverse mapping checking getaddrinfo for ns.ma...
Name: EventTemplate, dtype: object"
15,16,Dec,10,07:08:28,LabSZ,24208,Invalid user webmaster from 173.234.31.186,"1    E1
Name: EventId, dtype: object","1    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
16,17,Dec,10,07:08:28,LabSZ,24208,input_userauth_request: invalid user webmaster [preauth],"2    E2
Name: EventId, dtype: object","2    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
17,18,Dec,10,07:08:28,LabSZ,24208,pam_unix(sshd:auth): check pass; user unknown,"3    E3
Name: EventId, dtype: object","3    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
18,19,Dec,10,07:08:28,LabSZ,24208,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=173.234.31.186,"4    E4
Name: EventId, dtype: object","4    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
19,20,Dec,10,07:08:30,LabSZ,24208,Failed password for invalid user webmaster from 173.234.31.186 port 39257 ssh2,"5    E17
Name: EventId, dtype: object","5    <*> <*> for <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
20,21,Dec,10,07:08:30,LabSZ,24208,Connection closed by 173.234.31.186 [preauth],"6    E16
Name: EventId, dtype: object","6    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
21,22,Dec,10,07:11:42,LabSZ,24224,Invalid user chen from 202.100.179.208,"1    E1
Name: EventId, dtype: object","1    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
22,23,Dec,10,07:11:42,LabSZ,24224,input_userauth_request: invalid user chen [preauth],"2    E2
Name: EventId, dtype: object","2    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
23,24,Dec,10,07:11:42,LabSZ,24224,pam_unix(sshd:auth): check pass; user unknown,"3    E3
Name: EventId, dtype: object","3    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
24,25,Dec,10,07:11:42,LabSZ,24224,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=202.100.179.208,"4    E4
Name: EventId, dtype: object","4    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
25,26,Dec,10,07:11:44,LabSZ,24224,Failed password for invalid user chen from 202.100.179.208 port 32484 ssh2,"5    E17
Name: EventId, dtype: object","5    <*> <*> for <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
26,27,Dec,10,07:11:44,LabSZ,24224,Received disconnect from 202.100.179.208: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
27,28,Dec,10,07:13:31,LabSZ,24227,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,"9    E8
Name: EventId, dtype: object","9    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
28,29,Dec,10,07:13:43,LabSZ,24227,Failed password for root from 5.36.59.76 port 42393 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
29,30,Dec,10,07:13:56,LabSZ,24227,message repeated 5 times: [ Failed password for root from 5.36.59.76 port 42393 ssh2],"11    E9
Name: EventId, dtype: object","11    message repeated 5 times: [ Failed password fo...
Name: EventTemplate, dtype: object"
30,31,Dec,10,07:13:56,LabSZ,24227,Disconnecting: Too many authentication failures for root [preauth],"12    E10
Name: EventId, dtype: object","12    Disconnecting: Too many authentication failure...
Name: EventTemplate, dtype: object"
31,32,Dec,10,07:13:56,LabSZ,24227,PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=5.36.59.76.dynamic-dsl-ip.omantel.net.om  user=root,"13    E11
Name: EventId, dtype: object","13    PAM 5 more authentication failures; logname= u...
Name: EventTemplate, dtype: object"
32,33,Dec,10,07:13:56,LabSZ,24227,PAM service(sshd) ignoring max retries; 6 > 3,"14    E12
Name: EventId, dtype: object","14    <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
33,34,Dec,10,07:27:50,LabSZ,24235,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
34,35,Dec,10,07:27:52,LabSZ,24235,Failed password for root from 112.95.230.3 port 45378 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
35,36,Dec,10,07:27:52,LabSZ,24235,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
36,37,Dec,10,07:27:53,LabSZ,24237,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
37,38,Dec,10,07:27:55,LabSZ,24237,Failed password for root from 112.95.230.3 port 47068 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
38,39,Dec,10,07:27:55,LabSZ,24237,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
39,40,Dec,10,07:27:55,LabSZ,24239,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
40,41,Dec,10,07:27:58,LabSZ,24239,Failed password for root from 112.95.230.3 port 49188 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
41,42,Dec,10,07:27:58,LabSZ,24239,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
42,43,Dec,10,07:27:58,LabSZ,24241,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
43,44,Dec,10,07:28:00,LabSZ,24241,Failed password for root from 112.95.230.3 port 50999 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
44,45,Dec,10,07:28:00,LabSZ,24241,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
45,46,Dec,10,07:28:01,LabSZ,24243,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
46,47,Dec,10,07:28:03,LabSZ,24243,Failed password for root from 112.95.230.3 port 52660 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
47,48,Dec,10,07:28:03,LabSZ,24243,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
48,49,Dec,10,07:28:03,LabSZ,24245,Invalid user pgadmin from 112.95.230.3,"1    E1
Name: EventId, dtype: object","1    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
49,50,Dec,10,07:28:03,LabSZ,24245,input_userauth_request: invalid user pgadmin [preauth],"2    E2
Name: EventId, dtype: object","2    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
50,51,Dec,10,07:28:03,LabSZ,24245,pam_unix(sshd:auth): check pass; user unknown,"3    E3
Name: EventId, dtype: object","3    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
51,52,Dec,10,07:28:03,LabSZ,24245,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,"4    E4
Name: EventId, dtype: object","4    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
52,53,Dec,10,07:28:05,LabSZ,24245,Failed password for invalid user pgadmin from 112.95.230.3 port 54087 ssh2,"5    E17
Name: EventId, dtype: object","5    <*> <*> for <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
53,54,Dec,10,07:28:05,LabSZ,24245,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
54,55,Dec,10,07:28:06,LabSZ,24247,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
55,56,Dec,10,07:28:08,LabSZ,24247,Failed password for root from 112.95.230.3 port 55618 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
56,57,Dec,10,07:28:08,LabSZ,24247,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
57,58,Dec,10,07:28:08,LabSZ,24249,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
58,59,Dec,10,07:28:10,LabSZ,24249,Failed password for root from 112.95.230.3 port 57138 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
59,60,Dec,10,07:28:10,LabSZ,24249,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
60,61,Dec,10,07:28:10,LabSZ,24251,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
61,62,Dec,10,07:28:12,LabSZ,24251,Failed password for root from 112.95.230.3 port 58304 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
62,63,Dec,10,07:28:12,LabSZ,24251,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
63,64,Dec,10,07:28:12,LabSZ,24253,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
64,65,Dec,10,07:28:14,LabSZ,24253,Failed password for root from 112.95.230.3 port 59849 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
65,66,Dec,10,07:28:14,LabSZ,24253,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
66,67,Dec,10,07:28:14,LabSZ,24255,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
67,68,Dec,10,07:28:16,LabSZ,24255,Failed password for root from 112.95.230.3 port 32977 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
68,69,Dec,10,07:28:16,LabSZ,24255,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
69,70,Dec,10,07:28:16,LabSZ,24257,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
70,71,Dec,10,07:28:18,LabSZ,24257,Failed password for root from 112.95.230.3 port 35113 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
71,72,Dec,10,07:28:18,LabSZ,24257,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
72,73,Dec,10,07:28:19,LabSZ,24259,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
73,74,Dec,10,07:28:21,LabSZ,24259,Failed password for root from 112.95.230.3 port 37035 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
74,75,Dec,10,07:28:21,LabSZ,24259,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
75,76,Dec,10,07:28:21,LabSZ,24261,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
76,77,Dec,10,07:28:23,LabSZ,24261,Failed password for root from 112.95.230.3 port 39041 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
77,78,Dec,10,07:28:23,LabSZ,24261,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
78,79,Dec,10,07:28:23,LabSZ,24263,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
79,80,Dec,10,07:28:25,LabSZ,24263,Failed password for root from 112.95.230.3 port 40388 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
80,81,Dec,10,07:28:25,LabSZ,24263,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
81,82,Dec,10,07:28:25,LabSZ,24265,Invalid user utsims from 112.95.230.3,"1    E1
Name: EventId, dtype: object","1    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
82,83,Dec,10,07:28:25,LabSZ,24265,input_userauth_request: invalid user utsims [preauth],"2    E2
Name: EventId, dtype: object","2    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
83,84,Dec,10,07:28:25,LabSZ,24265,pam_unix(sshd:auth): check pass; user unknown,"3    E3
Name: EventId, dtype: object","3    <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
84,85,Dec,10,07:28:25,LabSZ,24265,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3,"4    E4
Name: EventId, dtype: object","4    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
85,86,Dec,10,07:28:28,LabSZ,24265,Failed password for invalid user utsims from 112.95.230.3 port 41506 ssh2,"5    E17
Name: EventId, dtype: object","5    <*> <*> for <*> <*> <*> <*> <*> <*>
Name: EventTemplate, dtype: object"
86,87,Dec,10,07:28:28,LabSZ,24265,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
87,88,Dec,10,07:28:28,LabSZ,24267,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
88,89,Dec,10,07:28:30,LabSZ,24267,Failed password for root from 112.95.230.3 port 42881 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
89,90,Dec,10,07:28:30,LabSZ,24267,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
90,91,Dec,10,07:28:31,LabSZ,24269,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
91,92,Dec,10,07:28:33,LabSZ,24269,Failed password for root from 112.95.230.3 port 43981 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
92,93,Dec,10,07:28:33,LabSZ,24269,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
93,94,Dec,10,07:28:33,LabSZ,24271,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
94,95,Dec,10,07:28:35,LabSZ,24271,Failed password for root from 112.95.230.3 port 44900 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
95,96,Dec,10,07:28:35,LabSZ,24271,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
96,97,Dec,10,07:28:35,LabSZ,24273,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
97,98,Dec,10,07:28:37,LabSZ,24273,Failed password for root from 112.95.230.3 port 45699 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
98,99,Dec,10,07:28:37,LabSZ,24273,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
99,100,Dec,10,07:28:37,LabSZ,24275,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
100,101,Dec,10,07:28:39,LabSZ,24275,Failed password for root from 112.95.230.3 port 46577 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
101,102,Dec,10,07:28:39,LabSZ,24275,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
102,103,Dec,10,07:28:40,LabSZ,24277,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
103,104,Dec,10,07:28:42,LabSZ,24277,Failed password for root from 112.95.230.3 port 47836 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
104,105,Dec,10,07:28:42,LabSZ,24277,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
105,106,Dec,10,07:28:42,LabSZ,24279,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
106,107,Dec,10,07:28:44,LabSZ,24279,Failed password for root from 112.95.230.3 port 49133 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
107,108,Dec,10,07:28:44,LabSZ,24279,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
108,109,Dec,10,07:28:45,LabSZ,24281,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
109,110,Dec,10,07:28:46,LabSZ,24281,Failed password for root from 112.95.230.3 port 50655 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
110,111,Dec,10,07:28:46,LabSZ,24281,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
111,112,Dec,10,07:28:47,LabSZ,24283,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
112,113,Dec,10,07:28:49,LabSZ,24283,Failed password for root from 112.95.230.3 port 51982 ssh2,"10    E5
Name: EventId, dtype: object","10    Failed password for <*> from <*> port <*> ssh2
Name: EventTemplate, dtype: object"
113,114,Dec,10,07:28:49,LabSZ,24283,Received disconnect from 112.95.230.3: 11: Bye Bye [preauth],"8    E7
Name: EventId, dtype: object","8    Received disconnect from <*> 11: Bye Bye [prea...
Name: EventTemplate, dtype: object"
114,115,Dec,10,07:28:49,LabSZ,24285,pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=112.95.230.3  user=root,"15    E13
Name: EventId, dtype: object","15    pam_unix(sshd:auth): authentication failure; l...
Name: EventTemplate, dtype: object"
